age,balance,day,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success
50,0,21,281,2,191,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,714,21,328,4,113,27,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,0,21,12,5,190,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,333,21,8,5,137,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
37,2173,21,158,3,114,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37,3111,21,9,3,185,2,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35,587,21,23,8,126,5,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
49,0,21,13,2,192,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
53,173,21,412,2,143,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,4664,21,22,4,114,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,0,21,234,5,102,5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37,0,21,11,3,175,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
56,1521,21,19,2,179,3,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,8554,21,29,2,176,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,1063,21,51,5,113,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,2720,21,147,2,179,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,0,21,72,3,29,4,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,-315,21,61,7,136,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50,797,21,205,3,119,8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
59,2143,28,59,1,268,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,378,28,260,1,268,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
42,759,28,97,1,169,3,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,87,28,130,1,247,2,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,1,28,602,1,253,5,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38,316,28,223,1,247,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43,626,28,72,1,167,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,2017,28,105,1,244,1,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38,67,28,74,1,239,2,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,589,28,198,1,244,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
48,651,28,228,1,196,2,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,392,28,70,1,245,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,-354,28,104,1,245,2,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,-76,28,230,1,204,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
57,362,28,91,1,231,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,393,28,446,1,182,8,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,344,28,282,1,238,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,741,28,83,1,258,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
48,0,28,123,1,204,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,2478,28,347,1,230,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,4012,28,90,1,265,4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,1452,28,181,1,177,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,1672,28,176,1,189,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,98,28,103,1,245,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
58,374,28,223,1,196,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
54,1129,28,242,1,184,8,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,-246,28,461,2,204,2,0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,20,28,304,1,71,1,0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,0,28,71,1,223,9,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38,105,28,158,1,265,2,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,1066,28,86,1,189,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,176,28,214,1,183,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44,429,28,99,1,246,4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,554,28,48,1,181,5,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
60,362,28,326,1,183,6,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
35,436,28,507,1,184,4,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,-295,28,121,1,190,2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,1316,28,221,2,182,5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,297,28,120,2,154,16,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
37,62,28,252,2,268,2,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,625,28,107,1,163,5,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
59,1455,28,222,2,191,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,199,28,978,2,189,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
44,3463,28,290,2,153,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,732,28,445,1,223,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,417,28,389,1,181,5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,547,28,74,1,176,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,1616,28,229,1,184,7,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
36,0,28,60,1,250,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47,487,28,218,2,177,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,699,28,98,1,154,6,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,0,28,176,1,266,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55,3207,28,158,2,153,12,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,177,28,90,1,204,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,219,28,119,1,268,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,799,28,234,1,181,6,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,-528,28,290,2,184,2,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,0,28,148,2,258,2,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,769,28,58,2,184,15,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,0,28,411,2,156,8,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
52,1392,28,1121,2,205,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,672,28,227,3,187,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
44,-199,28,692,2,247,3,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,-70,28,391,2,191,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,366,28,168,2,205,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,644,28,54,3,160,13,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
31,308,28,262,2,268,2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
29,376,28,49,3,183,4,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
49,557,29,145,1,223,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,86,29,100,1,170,4,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,370,29,250,1,246,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,1988,29,53,1,266,2,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
57,1504,29,52,1,245,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,360,29,103,1,185,13,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,459,29,241,1,266,2,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,-259,29,381,1,247,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
60,2041,29,123,1,185,7,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
29,1296,29,275,1,240,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
32,257,29,74,1,239,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,13,29,111,1,247,2,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,0,29,223,1,261,2,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,120,29,121,1,259,3,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,532,29,391,1,241,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,-290,29,150,1,189,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,673,29,89,1,260,2,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,272,29,199,1,234,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,133,29,451,1,197,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,557,29,354,1,197,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,36,29,227,1,261,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,313,29,167,2,198,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,498,29,151,1,253,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,319,29,29,1,266,1,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,521,29,246,1,226,3,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,-90,29,128,1,192,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,676,29,110,1,184,4,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
35,149,29,99,1,245,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
60,478,29,139,1,171,5,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,345,29,344,1,188,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,455,29,240,1,182,8,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,893,29,259,1,259,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,567,29,50,1,258,8,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,294,29,444,1,196,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59,1857,29,386,1,168,4,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,1422,29,305,1,223,27,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,254,29,194,1,188,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,547,29,317,2,260,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,-412,29,85,1,195,5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
53,-76,29,173,1,164,4,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
51,0,29,121,1,244,2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
28,629,29,107,1,245,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31,1120,29,217,2,239,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,1322,29,58,1,266,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,111,29,55,1,195,3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,388,29,67,1,247,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,498,29,84,1,251,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
55,273,29,84,3,183,3,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,1330,29,41,2,261,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,-97,29,79,1,225,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42,299,29,305,2,261,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,2665,29,112,1,183,10,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31,424,29,106,1,161,2,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,732,29,542,1,241,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,-274,29,103,1,247,2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,1496,29,284,2,258,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
58,44,29,147,1,195,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
39,263,29,160,1,199,6,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,303,29,50,1,195,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,-386,29,196,1,237,2,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
36,0,29,86,1,237,17,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
53,1405,29,140,1,244,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,16992,29,71,1,245,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,-557,29,484,1,253,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,1345,29,257,1,262,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,1239,29,112,1,195,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,246,29,61,1,265,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,135,29,263,2,192,3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37,1694,29,404,2,251,6,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44,5418,29,188,1,185,5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,172,29,282,1,248,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46,660,29,1026,1,259,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,94,29,121,1,245,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,193,29,326,1,244,2,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,487,29,117,1,163,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,2768,29,69,1,241,4,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,1141,29,75,1,247,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,128,29,456,1,205,2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
32,160,29,48,1,265,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
31,1025,29,93,1,254,3,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,360,29,89,1,241,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,351,29,338,1,254,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,-32,29,320,1,185,5,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,391,29,77,1,265,2,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,183,29,51,1,258,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,175,29,219,1,246,1,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,0,29,379,1,192,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,648,29,85,2,240,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,682,29,356,1,255,2,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
